Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool;bool_auto
10,36;-0,01;0,7;-0,02;0;-0,02;28;Mov00;Mov00;0,7676;VERDADERO;True
10,34;-0,01;0,71;-0,02;0;-0,02;27,99;Mov00;Mov00;0,8474;VERDADERO;True
10,35;-0,08;0,75;-0,03;-0,01;-0,01;27,97;Mov00;Mov00;0,8619;VERDADERO;True
10,33;-0,08;0,75;-0,03;-0,01;-0,01;27,99;Mov00;Mov00;0,8375;VERDADERO;True
10,34;-0,1;0,75;-0,03;0;0;27,99;Mov00;Mov00;0,8943;VERDADERO;True
10,26;-0,12;0,77;-0,04;0;-0,01;27,98;Mov00;Mov00;0,8062;VERDADERO;True
10,25;-0,13;0,77;-0,05;-0,01;-0,01;27,98;Mov00;Mov00;0,7929;VERDADERO;True
10,27;-0,15;0,79;-0,05;-0,01;-0,01;27,98;Mov00;Mov00;0,8803;VERDADERO;True
10,23;-0,18;0,7;-0,05;-0,03;-0,02;27,99;Mov00;Mov00;0,7835;VERDADERO;True
10,24;-0,19;0,69;-0,05;-0,03;-0,02;27,99;Mov00;Mov00;0,8636;VERDADERO;True
10,25;-0,19;0,64;-0,05;-0,03;-0,02;27,99;Mov00;Mov00;0,7518;VERDADERO;True
10,19;-0,2;0,62;-0,07;0;-0,02;28;Mov00;Mov00;0,8955;VERDADERO;True
10,18;-0,2;0,63;-0,07;0;-0,02;28;Mov00;Mov00;0,7565;VERDADERO;True
10,19;-0,2;0,63;-0,06;-0,01;-0,02;27,99;Mov00;Mov00;0,8837;VERDADERO;True
10,24;-0,21;0,63;-0,05;-0,01;-0,03;27,99;Mov00;Mov00;0,8292;VERDADERO;True
10,25;-0,19;0,6;-0,05;-0,02;-0,03;27,99;Mov00;Mov00;0,8989;VERDADERO;True
10,24;-0,16;0,63;-0,05;-0,02;-0,03;27,99;Mov00;Mov02;0,6998;FALSO;False
10,27;-0,14;0,59;-0,05;0;-0,03;28;Mov00;Mov02;0,688;FALSO;False
10,28;-0,15;0,6;-0,05;0;-0,03;28,02;Mov00;Mov02;0,7026;FALSO;False
10,28;-0,15;0,59;-0,05;0;-0,03;28,02;Mov00;Mov02;0,6913;FALSO;False
10,3;-0,11;0,63;-0,05;0;-0,03;28,01;Mov00;Mov02;0,7013;FALSO;False
10,3;-0,11;0,63;-0,05;0;-0,03;28;Mov00;Mov00;0,7611;VERDADERO;True
10,3;-0,11;0,65;-0,05;0;-0,03;27,99;Mov00;Mov00;0,8331;VERDADERO;True
10,3;-0,1;0,63;-0,05;0,01;-0,02;28;Mov00;Mov00;0,8954;VERDADERO;True
10,3;-0,1;0,63;-0,05;0,01;-0,02;28,01;Mov00;Mov00;0,8285;VERDADERO;True
10,3;-0,11;0,65;-0,05;0,02;-0,02;28,01;Mov00;Mov00;0,8444;VERDADERO;True
10,26;-0,17;0,66;-0,05;0;-0,03;28;Mov00;Mov00;0,8544;VERDADERO;True
10,26;-0,16;0,67;-0,05;0;-0,03;28,01;Mov00;Mov00;0,8182;VERDADERO;True
10,27;-0,17;0,67;-0,04;0;-0,03;28,02;Mov00;Mov00;0,8441;VERDADERO;True
10,26;-0,13;0,68;-0,04;0;-0,03;28,02;Mov00;Mov00;0,8376;VERDADERO;True
10,28;-0,13;0,7;-0,04;0;-0,03;28,02;Mov00;Mov00;0,8852;VERDADERO;True
10,28;-0,12;0,7;-0,04;0;-0,03;28,01;Mov00;Mov02;0,6912;FALSO;False
10,33;-0,07;0,7;-0,05;0;-0,03;28,01;Mov00;Mov02;0,6965;FALSO;False
10,33;-0,06;0,69;-0,05;0,01;-0,03;28,02;Mov00;Mov02;0,6986;FALSO;False
10,33;-0,07;0,69;-0,05;0,01;-0,03;28,01;Mov00;Mov02;0,7069;FALSO;False
10,33;-0,05;0,72;-0,06;0,01;-0,03;27,99;Mov00;Mov02;0,6934;FALSO;False
10,33;-0,05;0,71;-0,05;0,01;-0,03;28;Mov00;Mov00;0,7568;VERDADERO;True
10,32;-0,07;0,72;-0,05;0,01;-0,03;28;Mov00;Mov00;0,7921;VERDADERO;True
10,33;-0,03;0,7;-0,04;-0,01;-0,02;27,99;Mov00;Mov00;0,8926;VERDADERO;True
10,36;-0,03;0,7;-0,04;-0,01;-0,02;27,99;Mov00;Mov00;0,8835;VERDADERO;True
10,36;-0,03;0,7;-0,05;-0,01;-0,02;28;Mov00;Mov00;0,8183;VERDADERO;True
10,35;-0,04;0,66;-0,06;0;-0,02;27,99;Mov00;Mov00;0,843;VERDADERO;True
10,33;-0,05;0,67;-0,06;0;-0,02;28;Mov00;Mov00;0,7916;VERDADERO;True
10,32;-0,06;0,7;-0,06;0;-0,02;28;Mov00;Mov00;0,7782;VERDADERO;True
10,27;-0,11;0,68;-0,06;0;-0,02;28,02;Mov00;Mov00;0,8196;VERDADERO;True
10,27;-0,13;0,7;-0,05;0;-0,02;28,01;Mov00;Mov00;0,803;VERDADERO;True
10,27;-0,12;0,7;-0,05;-0,01;-0,02;28;Mov00;Mov00;0,8375;VERDADERO;True
10,29;-0,09;0,65;-0,04;-0,02;-0,02;28,01;Mov00;Mov00;0,7617;VERDADERO;True
10,29;-0,09;0,65;-0,04;-0,02;-0,02;28,02;Mov00;Mov00;0,8962;VERDADERO;True
10,28;-0,09;0,67;-0,04;-0,02;-0,02;28;Mov00;Mov00;0,8979;VERDADERO;True
10,28;-0,08;0,72;-0,03;-0,02;-0,03;28;Mov00;Mov00;0,8547;VERDADERO;True
10,32;-0,09;0,7;-0,03;-0,02;-0,02;28;Mov00;Mov00;0,8304;VERDADERO;True
10,31;-0,07;0,7;-0,04;-0,02;-0,02;28;Mov00;Mov00;0,7964;VERDADERO;True
10,3;-0,12;0,79;-0,06;0;-0,02;28;Mov00;Mov00;0,8721;VERDADERO;True
10,28;-0,09;0,8;-0,06;-0,01;-0,02;27,98;Mov00;Mov00;0,8527;VERDADERO;True
10,28;-0,12;0,79;-0,06;-0,01;-0,03;27,99;Mov00;Mov00;0,7744;VERDADERO;True
10,29;-0,14;0,64;-0,06;-0,02;-0,02;28;Mov00;Mov02;0,5992;FALSO;False
10,27;-0,12;0,62;-0,06;-0,01;-0,02;28,01;Mov00;Mov02;0,5992;FALSO;False
10,27;-0,12;0,62;-0,06;-0,01;-0,02;27,99;Mov00;Mov02;0,5992;FALSO;False
10,31;-0,11;0,68;-0,05;-0,01;-0,02;27,98;Mov00;Mov02;0,5992;FALSO;False
10,3;-0,11;0,68;-0,05;-0,01;-0,02;27,99;Mov00;Mov02;0,5992;FALSO;False
10,29;-0,09;0,66;-0,05;-0,01;-0,02;27,99;Mov00;Mov02;0,6909;FALSO;False
10,26;-0,14;0,63;-0,05;-0,01;-0,03;27,98;Mov00;Mov02;0,6926;FALSO;False
10,25;-0,14;0,63;-0,05;-0,01;-0,02;27,99;Mov00;Mov02;0,6959;FALSO;False
10,25;-0,12;0,62;-0,05;-0,01;-0,02;28,01;Mov00;Mov02;0,7017;FALSO;False
10,22;-0,15;0,63;-0,05;-0,01;-0,02;28,01;Mov00;Mov02;0,6966;FALSO;False
10,21;-0,16;0,63;-0,05;0;-0,02;27,99;Mov00;Mov02;0,3732;FALSO;False
10,22;-0,18;0,62;-0,05;0;-0,02;27,99;Mov00;Mov02;0,1285;FALSO;False
10,3;-0,1;0,65;-0,04;-0,01;-0,02;28;Mov00;Mov02;0,2276;FALSO;False
10,29;-0,09;0,65;-0,04;0;-0,02;28,01;Mov00;Mov02;0,438;FALSO;False
10,3;-0,1;0,63;-0,05;0;-0,02;28,01;Mov00;Mov02;0,1093;FALSO;False
10,27;-0,13;0,72;-0,05;0;-0,03;28,02;Mov00;Mov02;0,4258;FALSO;False
10,29;-0,11;0,69;-0,04;-0,01;-0,03;28,03;Mov00;Mov02;0,2127;FALSO;False
10,31;-0,1;0,68;-0,04;-0,01;-0,03;28,02;Mov00;Mov02;0,1473;FALSO;False
10,31;-0,06;0,67;-0,04;-0,01;-0,03;28,01;Mov00;Mov02;0,3787;FALSO;False
10,3;-0,08;0,68;-0,04;-0,01;-0,03;28,01;Mov00;Mov02;0,3516;FALSO;False
10,28;-0,1;0,68;-0,05;0;-0,03;28,01;Mov00;Mov02;0,451;FALSO;False
10,31;-0,06;0,72;-0,05;-0,01;-0,04;28,02;Mov00;Mov02;0,394;FALSO;False
10,32;-0,06;0,7;-0,05;-0,01;-0,04;28,02;Mov00;Mov02;0,4214;FALSO;False
10,32;-0,04;0,7;-0,05;-0,02;-0,04;28,02;Mov00;Mov02;0,2128;FALSO;False
10,36;-0,05;0,69;-0,04;-0,02;-0,03;28,02;Mov00;Mov02;0,171;FALSO;False
10,35;-0,06;0,72;-0,04;-0,02;-0,03;28;Mov00;Mov00;0,8866;VERDADERO;True
10,35;-0,07;0,74;-0,04;-0,02;-0,03;28;Mov00;Mov00;0,8734;VERDADERO;True
10,33;-0,05;0,68;-0,05;-0,01;-0,01;28,02;Mov00;Mov00;0,8925;VERDADERO;True
10,32;-0,07;0,66;-0,05;0;-0,01;28,02;Mov00;Mov00;0,8589;VERDADERO;True
10,31;-0,07;0,69;-0,05;0;-0,02;28,02;Mov00;Mov00;0,842;VERDADERO;True
10,24;-0,12;0,66;-0,05;-0,01;-0,03;28,01;Mov00;Mov00;0,8127;VERDADERO;True
10,24;-0,13;0,65;-0,04;-0,01;-0,03;28,01;Mov00;Mov00;0,8899;VERDADERO;True
10,25;-0,14;0,66;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,8799;VERDADERO;True
10,26;-0,11;0,66;-0,04;-0,01;-0,02;28,01;Mov00;Mov00;0,7568;VERDADERO;True
10,25;-0,11;0,67;-0,04;-0,01;-0,02;28,01;Mov00;Mov00;0,754;VERDADERO;True
10,27;-0,09;0,7;-0,04;-0,01;-0,02;28,01;Mov00;Mov00;0,5841;VERDADERO;True
10,29;-0,09;0,68;-0,04;-0,01;-0,03;27,99;Mov00;Mov00;0,5855;VERDADERO;True
10,31;-0,09;0,7;-0,04;-0,01;-0,03;27,99;Mov00;Mov00;0,607;VERDADERO;True
10,32;-0,07;0,71;-0,04;-0,01;-0,03;27,99;Mov00;Mov00;0,5884;VERDADERO;True
10,3;-0,04;0,7;-0,05;-0,01;-0,03;28,01;Mov00;Mov00;0,5967;VERDADERO;True
10,33;-0,03;0,72;-0,05;-0,01;-0,03;28;Mov00;Mov02;0,5889;FALSO;False
10,34;-0,04;0,72;-0,05;-0,01;-0,02;28,02;Mov00;Mov02;0,6027;FALSO;False
10,33;-0,06;0,69;-0,05;-0,02;-0,02;28,01;Mov00;Mov02;0,6034;FALSO;False
10,34;-0,07;0,71;-0,05;-0,02;-0,02;28,01;Mov00;Mov02;0,6029;FALSO;False
10,33;-0,07;0,7;-0,05;-0,02;-0,02;28;Mov00;Mov02;0,5895;FALSO;False
10,3;-0,1;0,64;-0,06;-0,01;-0,01;28,01;Mov00;Mov02;0,5903;FALSO;False
10,29;-0,1;0,61;-0,06;-0,01;-0,01;28,01;Mov00;Mov02;0,5952;FALSO;False
10,26;-0,1;0,64;-0,06;-0,01;-0,01;28,02;Mov00;Mov02;0,6059;FALSO;False
10,23;-0,14;0,64;-0,06;-0,01;-0,01;27,99;Mov00;Mov02;0,6087;FALSO;False
10,23;-0,16;0,62;-0,05;-0,01;-0,02;28;Mov00;Mov02;0,6106;FALSO;False
10,23;-0,17;0,63;-0,05;-0,01;-0,02;28,01;Mov00;Mov00;0,8065;VERDADERO;True
10,29;-0,1;0,64;-0,03;-0,02;-0,02;27,99;Mov00;Mov00;0,8716;VERDADERO;True
10,28;-0,08;0,65;-0,03;-0,02;-0,02;28,01;Mov00;Mov00;0,8981;VERDADERO;True
10,28;-0,08;0,67;-0,04;-0,01;-0,02;28;Mov00;Mov00;0,7726;VERDADERO;True
10,28;-0,1;0,68;-0,04;-0,01;-0,02;28,01;Mov00;Mov00;0,8391;VERDADERO;True
10,28;-0,11;0,7;-0,04;-0,01;-0,02;28,01;Mov00;Mov00;0,8071;VERDADERO;True
10,27;-0,12;0,7;-0,04;-0,01;-0,02;28,01;Mov00;Mov00;0,8955;VERDADERO;True
10,33;-0,12;0,73;-0,03;-0,01;-0,02;28,02;Mov00;Mov00;0,8763;VERDADERO;True
10,32;-0,12;0,75;-0,03;-0,01;-0,02;28,03;Mov00;Mov00;0,8757;VERDADERO;True
10,31;-0,12;0,75;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,8308;VERDADERO;True
10,31;-0,07;0,71;-0,05;-0,02;-0,02;28,01;Mov00;Mov00;0,8122;VERDADERO;True
10,28;-0,06;0,68;-0,06;-0,02;-0,02;28,01;Mov00;Mov00;0,791;VERDADERO;True
10,27;-0,08;0,66;-0,06;-0,02;-0,02;28,02;Mov00;Mov00;0,7585;VERDADERO;True
10,28;-0,12;0,63;-0,06;-0,01;-0,02;28,01;Mov00;Mov00;0,8797;VERDADERO;True
10,28;-0,11;0,61;-0,06;-0,01;-0,02;28,02;Mov00;Mov00;0,8719;VERDADERO;True
10,28;-0,12;0,61;-0,06;-0,01;-0,02;28,02;Mov00;Mov00;0,9;VERDADERO;True
10,29;-0,1;0,61;-0,05;-0,01;-0,02;28,01;Mov00;Mov00;0,8995;VERDADERO;True
10,29;-0,12;0,62;-0,05;-0,01;-0,02;28,02;Mov00;Mov00;0,8333;VERDADERO;True
10,3;-0,12;0,62;-0,05;-0,01;-0,02;28,03;Mov00;Mov00;0,8653;VERDADERO;True
10,29;-0,1;0,65;-0,05;-0,01;-0,02;28,01;Mov00;Mov00;0,8917;VERDADERO;True
10,28;-0,09;0,61;-0,05;-0,01;-0,02;28;Mov00;Mov00;0,8774;VERDADERO;True
10,28;-0,09;0,61;-0,05;-0,01;-0,02;28,02;Mov00;Mov00;0,7871;VERDADERO;True
10,28;-0,1;0,64;-0,04;0;-0,02;28,02;Mov00;Mov00;0,8176;VERDADERO;True
10,29;-0,1;0,65;-0,04;0;-0,02;28,03;Mov00;Mov00;0,7694;VERDADERO;True
10,3;-0,09;0,65;-0,05;0;-0,02;28,02;Mov00;Mov00;0,8931;VERDADERO;True
10,3;-0,11;0,68;-0,04;-0,01;-0,03;28,02;Mov00;Mov00;0,8409;VERDADERO;True
10,31;-0,1;0,68;-0,04;-0,02;-0,03;28,02;Mov00;Mov00;0,7843;VERDADERO;True
10,32;-0,1;0,7;-0,04;-0,02;-0,03;28,02;Mov00;Mov00;0,8508;VERDADERO;True
10,3;-0,11;0,68;-0,05;-0,01;-0,02;28,03;Mov00;Mov00;0,8427;VERDADERO;True
10,3;-0,09;0,65;-0,05;-0,01;-0,02;28,03;Mov00;Mov00;0,8037;VERDADERO;True
10,3;-0,11;0,65;-0,05;-0,01;-0,02;28,02;Mov00;Mov00;0,767;VERDADERO;True
10,27;-0,11;0,67;-0,05;0;-0,03;28,03;Mov00;Mov00;0,8507;VERDADERO;True
10,27;-0,12;0,67;-0,05;0;-0,03;28,02;Mov00;Mov00;0,828;VERDADERO;True
10,26;-0,12;0,68;-0,05;0;-0,03;28,02;Mov00;Mov00;0,8658;VERDADERO;True
10,27;-0,09;0,7;-0,05;0;-0,03;28,02;Mov00;Mov00;0,828;VERDADERO;True
10,28;-0,1;0,72;-0,05;0;-0,03;28,02;Mov00;Mov00;0,8778;VERDADERO;True
10,28;-0,12;0,71;-0,05;0;-0,03;28,04;Mov00;Mov00;0,8328;VERDADERO;True
10,3;-0,1;0,7;-0,06;0;-0,03;28,03;Mov00;Mov00;0,8341;VERDADERO;True
10,32;-0,08;0,69;-0,06;0,01;-0,03;28,02;Mov00;Mov00;0,8815;VERDADERO;True
10,3;-0,07;0,68;-0,06;0,01;-0,03;28,02;Mov00;Mov00;0,8105;VERDADERO;True
10,27;-0,13;0,68;-0,05;-0,01;-0,03;28,01;Mov00;Mov00;0,7701;VERDADERO;True
10,28;-0,11;0,67;-0,05;-0,01;-0,03;28,02;Mov00;Mov00;0,7543;VERDADERO;True
10,29;-0,11;0,67;-0,04;-0,02;-0,03;28,02;Mov00;Mov00;0,854;VERDADERO;True
10,29;-0,09;0,67;-0,04;-0,02;-0,03;28,03;Mov00;Mov00;0,843;VERDADERO;True
10,3;-0,09;0,66;-0,04;-0,01;-0,03;28,02;Mov00;Mov00;0,8556;VERDADERO;True
10,29;-0,1;0,68;-0,04;-0,01;-0,03;28,02;Mov00;Mov00;0,7819;VERDADERO;True
10,3;-0,07;0,68;-0,05;-0,01;-0,04;28,02;Mov00;Mov00;0,7705;VERDADERO;True
10,3;-0,08;0,71;-0,05;-0,01;-0,04;28,01;Mov00;Mov00;0,7522;VERDADERO;True
10,3;-0,08;0,7;-0,05;-0,01;-0,04;28,02;Mov00;Mov00;0,8026;VERDADERO;True
10,32;-0,06;0,68;-0,05;-0,02;-0,03;28,03;Mov00;Mov00;0,8385;VERDADERO;True
10,32;-0,07;0,69;-0,05;-0,02;-0,03;28,02;Mov00;Mov00;0,8088;VERDADERO;True
10,32;-0,08;0,69;-0,05;-0,02;-0,03;28,02;Mov00;Mov00;0,8156;VERDADERO;True
10,29;-0,04;0,67;-0,05;-0,01;-0,03;28,03;Mov00;Mov00;0,8856;VERDADERO;True
10,29;-0,03;0,68;-0,05;-0,01;-0,03;28,02;Mov00;Mov00;0,8022;VERDADERO;True
10,31;-0,05;0,7;-0,05;-0,01;-0,03;28,02;Mov00;Mov00;0,8271;VERDADERO;True
10,31;-0,06;0,66;-0,05;-0,01;-0,03;28,02;Mov00;Mov00;0,8675;VERDADERO;True
10,32;-0,06;0,65;-0,05;-0,01;-0,03;28,01;Mov00;Mov00;0,8095;VERDADERO;True
10,31;-0,06;0,66;-0,05;-0,01;-0,03;28,02;Mov00;Mov00;0,8433;VERDADERO;True
10,31;-0,07;0,68;-0,05;-0,02;-0,03;28,02;Mov00;Mov00;0,8632;VERDADERO;True
10,28;-0,06;0,67;-0,05;-0,02;-0,03;28,02;Mov00;Mov00;0,8924;VERDADERO;True
10,3;-0,06;0,66;-0,04;-0,02;-0,03;28,03;Mov00;Mov00;0,7721;VERDADERO;True
10,3;-0,08;0,62;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,889;VERDADERO;True
10,29;-0,09;0,63;-0,05;-0,01;-0,02;28,02;Mov00;Mov00;0,8238;VERDADERO;True
10,28;-0,11;0,63;-0,05;0;-0,02;28,02;Mov00;Mov00;0,7887;VERDADERO;True
10,26;-0,12;0,66;-0,05;0;-0,02;28,01;Mov00;Mov00;0,8189;VERDADERO;True
10,26;-0,11;0,67;-0,05;0;-0,02;28,02;Mov00;Mov00;0,897;VERDADERO;True
10,26;-0,1;0,67;-0,04;0;-0,03;28,04;Mov00;Mov00;0,8239;VERDADERO;True
10,28;-0,08;0,67;-0,04;-0,01;-0,03;28,02;Mov00;Mov00;0,7993;VERDADERO;True
10,3;-0,08;0,67;-0,04;-0,01;-0,03;28,02;Mov00;Mov00;0,845;VERDADERO;True
10,28;-0,07;0,7;-0,04;-0,01;-0,03;28,02;Mov00;Mov00;0,786;VERDADERO;True
10,33;-0,04;0,68;-0,05;-0,01;-0,03;28,02;Mov00;Mov00;0,7614;VERDADERO;True
10,34;-0,05;0,67;-0,05;-0,01;-0,03;28,02;Mov00;Mov00;0,7693;VERDADERO;True
10,33;-0,03;0,67;-0,05;-0,01;-0,02;28,02;Mov00;Mov00;0,7692;VERDADERO;True
10,31;-0,02;0,67;-0,05;0;-0,02;28,04;Mov00;Mov00;0,7728;VERDADERO;True
10,31;-0,03;0,67;-0,06;0;-0,02;28,04;Mov00;Mov00;0,7708;VERDADERO;True
10,29;-0,05;0,65;-0,06;0;-0,02;28,03;Mov00;Mov00;0,8461;VERDADERO;True
10,31;-0,06;0,65;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,7773;VERDADERO;True
10,3;-0,07;0,65;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,8019;VERDADERO;True
10,29;-0,06;0,65;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,8845;VERDADERO;True
10,29;-0,05;0,66;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,8211;VERDADERO;True
10,29;-0,05;0,64;-0,04;-0,01;-0,02;28,02;Mov00;Mov00;0,8501;VERDADERO;True
10,29;-0,06;0,64;-0,05;-0,01;-0,02;28,02;Mov00;Mov00;0,7758;VERDADERO;True
10,29;-0,09;0,7;-0,04;0;-0,02;28,04;Mov00;Mov00;0,7788;VERDADERO;True
10,28;-0,08;0,7;-0,04;-0,01;-0,02;28,04;Mov00;Mov00;0,7561;VERDADERO;True
10,28;-0,06;0,71;-0,04;-0,01;-0,02;28,03;Mov00;Mov00;0,7753;VERDADERO;True
10,29;-0,07;0,72;-0,04;-0,01;-0,02;28,03;Mov00;Mov00;0,7918;VERDADERO;True
10,29;-0,08;0,7;-0,04;-0,02;-0,02;28,03;Mov00;Mov00;0,7766;VERDADERO;True
10,32;-0,06;0,66;-0,04;-0,02;-0,02;28,01;Mov00;Mov00;0,7633;VERDADERO;True
10,32;-0,07;0,66;-0,03;-0,01;-0,02;28,04;Mov00;Mov00;0,7681;VERDADERO;True
10,32;-0,05;0,67;-0,03;-0,01;-0,02;28,03;Mov00;Mov00;0,8191;VERDADERO;True
10,31;-0,06;0,68;-0,04;0;-0,01;28,02;Mov00;Mov00;0,781;VERDADERO;True
10,29;-0,04;0,73;-0,05;0;-0,02;28,02;Mov00;Mov00;0,8046;VERDADERO;True
10,29;-0,03;0,74;-0,05;-0,01;-0,02;28,03;Mov00;Mov00;0,8255;VERDADERO;True
10,29;-0,03;0,73;-0,05;-0,01;-0,02;28,02;Mov00;Mov00;0,8536;VERDADERO;True
10,29;-0,05;0,68;-0,05;-0,02;-0,02;28,02;Mov00;Mov00;0,7559;VERDADERO;True
10,28;-0,07;0,67;-0,05;-0,02;-0,02;28,02;Mov00;Mov00;0,8699;VERDADERO;True
10,28;-0,06;0,63;-0,05;-0,02;-0,02;28,03;Mov00;Mov00;0,8442;VERDADERO;True
10,3;-0,04;0,66;-0,05;-0,02;-0,02;28,02;Mov00;Mov00;0,7623;VERDADERO;True
10,31;-0,04;0,66;-0,05;-0,02;-0,02;28,02;Mov00;Mov00;0,881;VERDADERO;True
10,3;-0,05;0,67;-0,05;-0,02;-0,02;28,03;Mov00;Mov00;0,8881;VERDADERO;True
10,32;-0,03;0,67;-0,04;-0,02;-0,02;28,03;Mov00;Mov00;0,7592;VERDADERO;True
10,31;-0,03;0,67;-0,04;-0,02;-0,02;28,03;Mov00;Mov00;0,7915;VERDADERO;True
10,3;-0,04;0,65;-0,04;-0,02;-0,02;28,03;Mov00;Mov00;0,8709;VERDADERO;True
10,29;-0,07;0,65;-0,05;-0,02;-0,01;28,03;Mov00;Mov00;0,8622;VERDADERO;True
10,28;-0,07;0,64;-0,05;-0,02;-0,01;28,02;Mov00;Mov00;0,7777;VERDADERO;True
10,26;-0,08;0,67;-0,05;-0,02;-0,01;28,02;Mov00;Mov00;0,7814;VERDADERO;True
10,22;-0,13;0,63;-0,04;-0,02;-0,01;28,02;Mov00;Mov00;0,8056;VERDADERO;True
10,23;-0,12;0,63;-0,04;-0,02;-0,01;28,03;Mov00;Mov00;0,8227;VERDADERO;True
10,23;-0,14;0,62;-0,04;-0,02;-0,01;28,03;Mov00;Mov00;0,8427;VERDADERO;True
10,23;-0,13;0,63;-0,04;-0,02;-0,02;28,04;Mov00;Mov00;0,8053;VERDADERO;True
10,24;-0,13;0,63;-0,04;-0,02;-0,02;28,04;Mov00;Mov02;0,6871;FALSO;False
10,24;-0,12;0,62;-0,04;-0,02;-0,02;28,03;Mov00;Mov02;0,6859;FALSO;False
10,25;-0,11;0,63;-0,05;-0,01;-0,02;28,02;Mov00;Mov02;0,7025;FALSO;False
10,27;-0,1;0,62;-0,05;0;-0,02;28,01;Mov00;Mov02;0,6856;FALSO;False
10,27;-0,1;0,65;-0,05;0;-0,02;28,02;Mov00;Mov02;0,698;FALSO;False
10,29;-0,09;0,67;-0,04;-0,01;-0,03;28,03;Mov00;Mov02;0,6884;FALSO;False
10,28;-0,07;0,68;-0,04;-0,02;-0,03;28,02;Mov00;Mov02;0,68;FALSO;False
10,28;-0,06;0,68;-0,04;-0,02;-0,03;28,02;Mov00;Mov02;0,6936;FALSO;False
10,29;-0,05;0,64;-0,04;-0,01;-0,03;28,03;Mov00;Mov02;0,7027;FALSO;False
10,3;-0,05;0,64;-0,05;-0,01;-0,03;28,02;Mov00;Mov02;0,6841;FALSO;False
10,31;-0,07;0,65;-0,05;-0,01;-0,03;28,02;Mov00;Mov02;0,7023;FALSO;False
10,31;-0,06;0,63;-0,06;0;-0,03;28,02;Mov00;Mov02;0,7029;FALSO;False
10,31;-0,06;0,63;-0,06;0;-0,03;28,01;Mov00;Mov02;0,6905;FALSO;False
10,3;-0,04;0,64;-0,05;0;-0,03;28,02;Mov00;Mov02;0,6853;FALSO;False
10,3;-0,05;0,62;-0,05;-0,01;-0,03;28,02;Mov00;Mov02;0,7028;FALSO;False
10,3;-0,03;0,65;-0,05;-0,01;-0,02;28,02;Mov00;Mov02;0,6837;FALSO;False
10,28;-0,05;0,64;-0,05;-0,01;-0,02;28,02;Mov00;Mov02;0,6819;FALSO;False
10,3;-0,08;0,62;-0,04;-0,02;-0,03;28,02;Mov00;Mov02;0,6919;FALSO;False
10,28;-0,07;0,62;-0,04;-0,01;-0,03;28,01;Mov00;Mov02;0,684;FALSO;False
10,28;-0,05;0,61;-0,04;-0,01;-0,03;28,01;Mov00;Mov02;0,7013;FALSO;False
10,29;-0,09;0,66;-0,04;-0,01;-0,03;28,01;Mov00;Mov02;0,6829;FALSO;False
10,3;-0,08;0,68;-0,04;-0,01;-0,03;28,02;Mov00;Mov02;0,7016;FALSO;False
10,3;-0,06;0,66;-0,04;-0,01;-0,03;28,02;Mov00;Mov02;0,6827;FALSO;False
10,33;-0,04;0,66;-0,05;-0,01;-0,03;28,02;Mov00;Mov02;0,7;FALSO;False
10,32;-0,03;0,67;-0,05;-0,01;-0,03;28,01;Mov00;Mov02;0,6884;FALSO;False
10,31;-0,05;0,67;-0,05;0;-0,03;28,02;Mov00;Mov02;0,6837;FALSO;False
10,3;-0,08;0,69;-0,05;-0,01;-0,02;28,02;Mov00;Mov02;0,6972;FALSO;False
10,29;-0,07;0,7;-0,05;-0,01;-0,02;28,01;Mov00;Mov02;0,7002;FALSO;False
10,31;-0,06;0,68;-0,05;-0,01;-0,02;28,02;Mov00;Mov02;0,6956;FALSO;False
10,29;-0,06;0,66;-0,05;-0,01;-0,03;28,02;Mov00;Mov02;0,7024;FALSO;False
10,29;-0,07;0,65;-0,05;-0,02;-0,03;28,03;Mov00;Mov02;0,68;FALSO;False
10,31;-0,07;0,63;-0,05;-0,01;-0,03;28,03;Mov00;Mov02;0,6824;FALSO;False
10,29;-0,05;0,71;-0,06;-0,01;-0,03;28,02;Mov00;Mov02;0,6843;FALSO;False
10,29;-0,05;0,68;-0,06;-0,02;-0,03;28,02;Mov00;Mov02;0,6946;FALSO;False
10,29;-0,05;0,68;-0,05;-0,02;-0,03;28,03;Mov00;Mov02;0,7028;FALSO;False
10,28;-0,02;0,63;-0,05;-0,02;-0,03;28,04;Mov00;Mov02;0,6884;FALSO;False
10,27;-0,03;0,6;-0,05;-0,01;-0,03;28,04;Mov00;Mov02;0,6948;FALSO;False
10,27;-0,04;0,62;-0,05;-0,01;-0,03;28,03;Mov00;Mov02;0,701;FALSO;False
10,28;-0,06;0,65;-0,06;-0,01;-0,02;28,03;Mov00;Mov02;0,7028;FALSO;False
10,29;-0,06;0,65;-0,06;-0,01;-0,02;28,03;Mov00;Mov02;0,6833;FALSO;False
