Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool
10,41;0,16;0,48;-0,1;0,08;-0,15;28,31;Mov02;Mov02;1;VERDADERO
10,42;0,13;0,51;-0,11;0,09;-0,16;28,32;Mov02;Mov02;1;VERDADERO
10,32;0,15;0,71;-0,1;0,11;-0,16;28,29;Mov02;Mov02;1;VERDADERO
10,31;0,18;0,77;-0,09;0,09;-0,16;28,3;Mov02;Mov02;1;VERDADERO
10,32;0,19;0,78;-0,09;0,08;-0,17;28,32;Mov02;Mov02;1;VERDADERO
10,42;0,28;0,73;-0,06;0,03;-0,13;28,31;Mov02;Mov02;1;VERDADERO
10,4;0,27;0,71;-0,06;0,03;-0,12;28,32;Mov02;Mov02;1;VERDADERO
10,39;0,27;0,68;-0,07;0,03;-0,12;28,31;Mov02;Mov02;1;VERDADERO
10,3;0,22;0,74;-0,05;0,05;-0,12;28,3;Mov02;Mov02;1;VERDADERO
10,29;0,22;0,75;-0,05;0,05;-0,12;28,3;Mov02;Mov02;1;VERDADERO
10,3;0,22;0,75;-0,05;0,04;-0,12;28,3;Mov02;Mov02;1;VERDADERO
10,34;0,3;0,69;-0,04;0,02;-0,12;28,29;Mov02;Mov02;1;VERDADERO
10,34;0,3;0,71;-0,04;0,01;-0,12;28,28;Mov02;Mov02;0,9961;VERDADERO
10,33;0,34;0,74;-0,05;0;-0,12;28,29;Mov02;Mov02;0,9961;VERDADERO
10,3;0,31;0,54;-0,09;0,02;-0,11;28,29;Mov02;Mov02;0,9961;VERDADERO
10,29;0,33;0,56;-0,09;0,03;-0,11;28,29;Mov02;Mov02;0,9961;VERDADERO
10,28;0,3;0,57;-0,09;0,03;-0,12;28,29;Mov02;Mov02;0,9961;VERDADERO
10,29;0,3;0,6;-0,05;0,01;-0,12;28,31;Mov02;Mov02;0,9961;VERDADERO
10,3;0,32;0,59;-0,03;0;-0,12;28,31;Mov02;Mov02;0,93;VERDADERO
10,27;0,35;0,59;-0,02;-0,01;-0,12;28,31;Mov02;Mov02;0,93;VERDADERO
10,35;0,45;0,72;-0,03;-0,06;-0,13;28,32;Mov02;Mov02;0,93;VERDADERO
10,35;0,49;0,73;-0,03;-0,07;-0,13;28,31;Mov02;Mov02;0,93;VERDADERO
10,38;0,51;0,75;-0,04;-0,07;-0,12;28,32;Mov02;Mov02;0,9844;VERDADERO
10,43;0,59;0,67;-0,11;-0,13;-0,1;28,29;Mov02;Mov02;0,9844;VERDADERO
10,44;0,56;0,63;-0,11;-0,14;-0,1;28,29;Mov02;Mov02;0,9844;VERDADERO
10,44;0,54;0,59;-0,12;-0,14;-0,09;28,31;Mov02;Mov02;0,9844;VERDADERO
10,38;0,53;0,49;-0,12;-0,14;-0,08;28,3;Mov02;Mov02;0,9844;VERDADERO
10,35;0,49;0,46;-0,12;-0,14;-0,08;28,3;Mov02;Mov02;0,9922;VERDADERO
10,35;0,44;0,41;-0,12;-0,14;-0,08;28,29;Mov02;Mov02;0,9922;VERDADERO
10,35;0,42;0,42;-0,12;-0,07;-0,1;28,3;Mov02;Mov02;0,9922;VERDADERO
10,34;0,42;0,44;-0,13;-0,06;-0,11;28,3;Mov02;Mov02;0,9922;VERDADERO
10,34;0,37;0,47;-0,13;-0,05;-0,11;28,31;Mov02;Mov02;0,9922;VERDADERO
10,33;0,36;0,48;-0,11;-0,06;-0,13;28,29;Mov02;Mov02;0,9922;VERDADERO
10,33;0,4;0,47;-0,08;-0,07;-0,13;28,31;Mov02;Mov02;0,9961;VERDADERO
10,35;0,39;0,46;-0,07;-0,08;-0,13;28,3;Mov02;Mov02;0,9961;VERDADERO
10,45;0,42;0,37;0,04;-0,1;-0,13;28,29;Mov02;Mov02;0,9961;VERDADERO
10,46;0,42;0,38;0,04;-0,09;-0,13;28,29;Mov02;Mov02;0,9961;VERDADERO
10,46;0,45;0,36;0,04;-0,08;-0,13;28,3;Mov02;Mov02;0,9961;VERDADERO
10,39;0,43;0,38;0,04;-0,01;-0,14;28,3;Mov02;Mov02;1;VERDADERO
10,4;0,44;0,4;0,05;-0,01;-0,14;28,31;Mov02;Mov02;1;VERDADERO
10,4;0,45;0,41;0,05;0;-0,13;28,3;Mov02;Mov02;1;VERDADERO
10,43;0,5;0,47;0,05;0;-0,14;28,3;Mov02;Mov02;1;VERDADERO
10,45;0,53;0,49;0,05;0,01;-0,14;28,3;Mov02;Mov02;0,9961;VERDADERO
10,43;0,58;0,54;0,05;0;-0,14;28,32;Mov02;Mov02;0,9961;VERDADERO
10,44;0,62;0,53;0,04;-0,02;-0,1;28,32;Mov02;Mov02;0,9961;VERDADERO
10,43;0,6;0,5;0,04;-0,02;-0,1;28,3;Mov02;Mov02;0,9961;VERDADERO
10,42;0,58;0,49;0,04;-0,02;-0,09;28,31;Mov02;Mov02;0,9961;VERDADERO
10,29;0,54;0,48;0,03;0;-0,1;28,31;Mov02;Mov02;0,9961;VERDADERO
10,25;0,54;0,49;0,02;-0,01;-0,1;28,31;Mov02;Mov02;0,9531;VERDADERO
10,23;0,54;0,47;0,02;-0,01;-0,1;28,32;Mov02;Mov02;0,9531;VERDADERO
10,1;0,56;0,38;0,04;-0,04;-0,13;28,32;Mov02;Mov02;0,9531;VERDADERO
10,09;0,59;0,41;0,04;-0,05;-0,13;28,32;Mov02;Mov02;0,9531;VERDADERO
10,09;0,61;0,39;0,05;-0,06;-0,13;28,3;Mov02;Mov02;0,9766;VERDADERO
10,03;0,64;0,32;0,05;-0,07;-0,14;28,31;Mov02;Mov02;0,9766;VERDADERO
10,01;0,64;0,31;0,05;-0,07;-0,14;28,31;Mov02;Mov02;0,9766;VERDADERO
10,02;0,65;0,29;0,05;-0,06;-0,15;28,29;Mov02;Mov02;0,9766;VERDADERO
10;0,7;0,25;0,04;-0,04;-0,17;28,3;Mov02;Mov02;0,9766;VERDADERO
9,99;0,73;0,24;0,03;-0,04;-0,17;28,3;Mov02;Mov02;0,9609;VERDADERO
10;0,73;0,21;0,03;-0,03;-0,17;28,3;Mov02;Mov02;0,9609;VERDADERO
10,03;0,76;0,18;0,01;0,03;-0,2;28,31;Mov02;Mov02;0,9609;VERDADERO
10,05;0,76;0,2;0,01;0,04;-0,21;28,29;Mov02;Mov02;0,9609;VERDADERO
10,04;0,8;0,23;0,01;0,05;-0,21;28,29;Mov02;Mov02;0,9609;VERDADERO
10,02;0,83;0,24;0,01;0,06;-0,21;28,3;Mov02;Mov02;0,9609;VERDADERO
10,01;0,81;0,21;0,01;0,06;-0,22;28,29;Mov02;Mov02;0,7305;VERDADERO
9,99;0,81;0,22;0,02;0,06;-0,22;28,29;Mov02;Mov02;0,7305;VERDADERO
10,11;0,93;0,54;0,08;0,01;-0,26;28,31;Mov02;Mov02;0,7305;VERDADERO
10,16;0,97;0,54;0,08;0,01;-0,26;28,32;Mov02;Mov02;0,7305;VERDADERO
10,21;1,01;0,57;0,07;0,01;-0,26;28,31;Mov02;Mov02;0,7461;VERDADERO
10,32;1,09;0,69;-0,01;0,04;-0,26;28,33;Mov02;Mov02;0,7461;VERDADERO
10,33;1,08;0,66;-0,01;0,03;-0,26;28,33;Mov02;Mov02;0,7461;VERDADERO
10,32;1,07;0,61;-0,01;0,03;-0,26;28,32;Mov02;Mov02;0,7461;VERDADERO
10,3;1,06;0,59;0;0,03;-0,25;28,31;Mov02;Mov02;0,7461;VERDADERO
10,31;1,06;0,59;0;0,02;-0,25;28,31;Mov02;Mov03;0,2422;FALSO
10,34;1,05;0,59;0,01;0,02;-0,24;28,31;Mov02;Mov02;0,7305;VERDADERO
10,49;1,23;0,68;0,05;0;-0,24;28,3;Mov02;Mov02;0,7305;VERDADERO
10,52;1,27;0,71;0,05;-0,01;-0,24;28,31;Mov02;Mov02;0,7305;VERDADERO
10,55;1,28;0,71;0,05;-0,02;-0,23;28,31;Mov02;Mov02;0,7305;VERDADERO
10,55;1,29;0,63;0,05;-0,04;-0,2;28,3;Mov02;Mov02;0,7305;VERDADERO
10,51;1,26;0,66;0,05;-0,05;-0,19;28,33;Mov02;Mov02;0,8906;VERDADERO
10,56;1,26;0,63;0,04;-0,05;-0,18;28,31;Mov02;Mov02;0,8906;VERDADERO
10,56;1,26;0,56;0;-0,02;-0,16;28,32;Mov02;Mov02;0,8906;VERDADERO
10,54;1,28;0,54;0;-0,01;-0,15;28,32;Mov02;Mov02;0,8906;VERDADERO
10,5;1,29;0,54;0;-0,01;-0,15;28,33;Mov02;Mov02;0,8906;VERDADERO
10,4;1,24;0,58;0,02;-0,02;-0,12;28,32;Mov02;Mov02;0,9883;VERDADERO
10,4;1,26;0,63;0,02;-0,03;-0,12;28,32;Mov02;Mov02;0,9883;VERDADERO
10,38;1,33;0,65;0,02;-0,03;-0,13;28,32;Mov02;Mov02;0,9883;VERDADERO
10,43;1,37;0,72;0,01;-0,07;-0,12;28,31;Mov02;Mov02;0,9883;VERDADERO
10,41;1,39;0,71;0,01;-0,08;-0,12;28,31;Mov02;Mov02;0,9883;VERDADERO
10,38;1,4;0,65;0;-0,1;-0,11;28,32;Mov02;Mov02;1;VERDADERO
10,35;1,38;0,3;-0,05;-0,04;-0,1;28,32;Mov02;Mov02;1;VERDADERO
10,32;1,38;0,28;-0,06;-0,02;-0,11;28,32;Mov02;Mov02;1;VERDADERO
10,3;1,39;0,3;-0,06;-0,01;-0,11;28,32;Mov02;Mov02;1;VERDADERO
10,2;1,38;0,28;-0,06;0,01;-0,11;28,32;Mov02;Mov02;1;VERDADERO
10,19;1,38;0,28;-0,05;0,01;-0,11;28,32;Mov02;Mov02;0,9961;VERDADERO
10,17;1,36;0,24;-0,04;0;-0,11;28,32;Mov02;Mov02;0,9961;VERDADERO
10,16;1,42;0,23;-0,01;0,01;-0,11;28,3;Mov02;Mov02;0,9961;VERDADERO
10,15;1,42;0,24;-0,01;0,02;-0,11;28,3;Mov02;Mov02;0,9961;VERDADERO
10,15;1,42;0,24;-0,02;0,03;-0,12;28,32;Mov02;Mov02;0,9961;VERDADERO
10,03;1,37;0,31;-0,04;0,1;-0,16;28,32;Mov02;Mov02;0,9961;VERDADERO
10,02;1,36;0,34;-0,03;0,1;-0,16;28,3;Mov02;Mov02;0,9961;VERDADERO
9,98;1,35;0,34;-0,02;0,11;-0,17;28,3;Mov02;Mov02;0,9961;VERDADERO
9,89;1,38;0,4;0;0,12;-0,19;28,31;Mov02;Mov02;0,9961;VERDADERO
9,89;1,39;0,42;0;0,12;-0,2;28,31;Mov02;Mov02;0,9961;VERDADERO
9,92;1,42;0,49;0,01;0,12;-0,21;28,32;Mov02;Mov02;0,9961;VERDADERO
9,92;1,57;0,65;0,02;0,1;-0,24;28,32;Mov02;Mov02;0,9961;VERDADERO
9,94;1,56;0,67;0,02;0,09;-0,25;28,31;Mov02;Mov02;0,9961;VERDADERO
9,94;1,59;0,67;0,02;0,09;-0,26;28,32;Mov02;Mov02;0,9961;VERDADERO
10,06;1,7;0,78;0,02;0,05;-0,27;28,33;Mov02;Mov02;0,9883;VERDADERO
10,12;1,74;0,76;0,03;0,03;-0,27;28,33;Mov02;Mov02;0,9883;VERDADERO
10,13;1,75;0,73;0,04;0,02;-0,27;28,33;Mov02;Mov02;0,9883;VERDADERO
10,3;1,9;0,51;0,01;0,02;-0,27;28,3;Mov02;Mov02;0,9883;VERDADERO
10,28;1,95;0,49;0,01;0,02;-0,26;28,3;Mov02;Mov02;0,9883;VERDADERO
10,25;2;0,52;0;0,03;-0,26;28,31;Mov02;Mov02;0,9883;VERDADERO
10,39;2,01;0,44;0,01;0,04;-0,2;28,31;Mov02;Mov02;1;VERDADERO
10,38;1,99;0,44;0,01;0,05;-0,19;28,3;Mov02;Mov02;1;VERDADERO
10,36;1,96;0,46;0,01;0,06;-0,19;28,3;Mov02;Mov02;1;VERDADERO
10,28;2,04;0,52;0,01;0,07;-0,17;28,3;Mov02;Mov02;1;VERDADERO
10,27;2,06;0,53;0,01;0,06;-0,16;28,31;Mov02;Mov02;1;VERDADERO
10,26;2,06;0,53;0,01;0,05;-0,15;28,32;Mov02;Mov02;1;VERDADERO
10,3;2,1;0,51;0,02;0,03;-0,16;28,3;Mov02;Mov02;1;VERDADERO
10,29;2,13;0,53;0,02;0,02;-0,15;28,29;Mov02;Mov02;1;VERDADERO
10,27;2,13;0,53;0,03;0,02;-0,15;28,29;Mov02;Mov02;1;VERDADERO
10,16;2,09;0,54;0,03;0;-0,13;28,32;Mov02;Mov02;1;VERDADERO
10,09;2,06;0,53;0,04;-0,02;-0,12;28,32;Mov02;Mov02;1;VERDADERO
10,05;2,03;0,53;0,04;-0,04;-0,12;28,33;Mov02;Mov02;1;VERDADERO
10,12;2,09;0,36;0,05;-0,06;-0,16;28,32;Mov02;Mov02;1;VERDADERO
10,17;2,13;0,37;0,05;-0,05;-0,16;28,32;Mov02;Mov02;1;VERDADERO
10,2;2,19;0,35;0,05;-0,04;-0,15;28,32;Mov02;Mov02;1;VERDADERO
10,07;2,13;0,37;0,03;0,06;-0,13;28,32;Mov02;Mov02;1;VERDADERO
10,04;2,11;0,37;0,03;0,07;-0,13;28,32;Mov02;Mov02;1;VERDADERO
10;2,1;0,38;0,03;0,07;-0,13;28,33;Mov02;Mov02;1;VERDADERO
9,94;2,08;0,39;0,05;0,06;-0,14;28,33;Mov02;Mov02;1;VERDADERO
9,93;2,12;0,37;0,05;0,05;-0,14;28,31;Mov02;Mov02;1;VERDADERO
9,91;2,13;0,37;0,06;0,04;-0,14;28,32;Mov02;Mov02;1;VERDADERO
9,82;2,05;0,36;0,09;0,04;-0,13;28,32;Mov02;Mov02;1;VERDADERO
9,82;2,07;0,39;0,09;0,04;-0,13;28,31;Mov02;Mov02;1;VERDADERO
9,82;2,11;0,4;0,09;0,04;-0,14;28,31;Mov02;Mov02;1;VERDADERO
9,86;2,15;0,41;0,09;0,06;-0,15;28,32;Mov02;Mov02;1;VERDADERO
9,85;2,19;0,48;0,08;0,06;-0,16;28,32;Mov02;Mov02;1;VERDADERO
9,8;2,21;0,49;0,08;0,06;-0,16;28,33;Mov02;Mov02;1;VERDADERO
9,75;2,16;0,57;0,09;0,06;-0,16;28,31;Mov02;Mov02;1;VERDADERO
9,77;2,18;0,61;0,09;0,07;-0,16;28,31;Mov02;Mov02;1;VERDADERO
9,8;2,15;0,67;0,09;0,07;-0,17;28,32;Mov02;Mov02;1;VERDADERO
9,97;2,35;1,01;0,04;0,03;-0,22;28,31;Mov02;Mov02;1;VERDADERO
10;2,33;1;0,03;0,02;-0,23;28,32;Mov02;Mov02;1;VERDADERO
9,99;2,33;0,99;0,03;0,01;-0,23;28,34;Mov02;Mov02;1;VERDADERO
10;2,34;0,9;0,02;-0,04;-0,23;28,34;Mov02;Mov02;1;VERDADERO
10,02;2,32;0,87;0,03;-0,05;-0,23;28,33;Mov02;Mov02;1;VERDADERO
10,04;2,35;0,84;0,03;-0,07;-0,22;28,33;Mov02;Mov02;1;VERDADERO
10,24;2,5;0,64;0,04;-0,06;-0,19;28,34;Mov02;Mov02;1;VERDADERO
10,25;2,56;0,61;0,04;-0,05;-0,19;28,34;Mov02;Mov02;1;VERDADERO
10,27;2,57;0,62;0,03;-0,03;-0,19;28,33;Mov02;Mov02;1;VERDADERO
10,31;2,68;0,66;0,02;0,02;-0,18;28,32;Mov02;Mov02;1;VERDADERO
10,3;2,73;0,75;0,01;0,04;-0,16;28,31;Mov02;Mov02;1;VERDADERO
10,29;2,71;0,77;0;0,04;-0,15;28,32;Mov02;Mov02;1;VERDADERO
10,1;2,66;0,84;-0,01;0,02;-0,11;28,32;Mov02;Mov02;1;VERDADERO
10,08;2,61;0,83;-0,01;0;-0,11;28,33;Mov02;Mov02;1;VERDADERO
10,07;2,6;0,8;-0,01;-0,02;-0,11;28,32;Mov02;Mov02;1;VERDADERO
10,08;2,66;0,58;-0,02;-0,01;-0,09;28,32;Mov02;Mov02;1;VERDADERO
10,08;2,7;0,59;-0,02;0;-0,09;28,32;Mov02;Mov02;1;VERDADERO
10,08;2,69;0,59;-0,02;0,01;-0,08;28,32;Mov02;Mov02;1;VERDADERO
9,98;2,68;0,68;0;0,01;-0,06;28,31;Mov02;Mov02;1;VERDADERO
9,97;2,67;0,7;0;0;-0,05;28,32;Mov02;Mov02;1;VERDADERO
9,98;2,65;0,65;0;0;-0,05;28,32;Mov02;Mov02;1;VERDADERO
9,91;2,59;0,52;-0,02;0,01;-0,07;28,33;Mov02;Mov02;1;VERDADERO
9,9;2,6;0,5;-0,02;0,01;-0,07;28,32;Mov02;Mov02;1;VERDADERO
9,89;2,58;0,48;-0,02;0,03;-0,07;28,34;Mov02;Mov02;1;VERDADERO
9,83;2,57;0,53;-0,02;0,05;-0,06;28,32;Mov02;Mov02;1;VERDADERO
9,78;2,58;0,53;-0,02;0,05;-0,06;28,33;Mov02;Mov02;1;VERDADERO
9,77;2,56;0,54;-0,02;0,05;-0,06;28,33;Mov02;Mov02;1;VERDADERO
9,76;2,63;0,49;-0,02;0,06;-0,08;28,32;Mov02;Mov02;1;VERDADERO
9,8;2,62;0,45;-0,02;0,06;-0,08;28,33;Mov02;Mov02;1;VERDADERO
9,82;2,62;0,43;-0,02;0,07;-0,08;28,34;Mov02;Mov02;1;VERDADERO
9,71;2,55;0,43;-0,02;0,14;-0,1;28,32;Mov02;Mov02;0,9961;VERDADERO
9,69;2,58;0,46;-0,01;0,15;-0,1;28,32;Mov02;Mov02;0,9961;VERDADERO
9,69;2,58;0,46;-0,01;0,15;-0,1;28,33;Mov02;Mov02;0,9961;VERDADERO
9,74;2,64;0,58;-0,01;0,15;-0,11;28,32;Mov02;Mov02;0,9961;VERDADERO
9,75;2,65;0,58;-0,01;0,15;-0,11;28,32;Mov02;Mov02;0,9961;VERDADERO
9,78;2,66;0,59;-0,01;0,14;-0,12;28,31;Mov02;Mov02;0,9883;VERDADERO
9,84;2,74;0,76;0;0,13;-0,13;28,33;Mov02;Mov02;0,9883;VERDADERO
9,81;2,75;0,79;0;0,13;-0,13;28,33;Mov02;Mov02;0,9883;VERDADERO
9,81;2,74;0,83;0;0,12;-0,13;28,33;Mov02;Mov02;0,9883;VERDADERO
9,88;2,7;0,8;0,01;0,09;-0,12;28,34;Mov02;Mov02;0,9883;VERDADERO
9,89;2,71;0,78;0,01;0,09;-0,13;28,35;Mov02;Mov02;0,9961;VERDADERO
9,9;2,74;0,77;0,01;0,09;-0,13;28,34;Mov02;Mov02;0,9961;VERDADERO
9,89;2,8;0,81;-0,02;0,11;-0,14;28,32;Mov02;Mov02;0,9961;VERDADERO
9,87;2,8;0,81;-0,02;0,11;-0,13;28,33;Mov02;Mov02;0,9961;VERDADERO
9,86;2,82;0,8;-0,02;0,1;-0,13;28,34;Mov02;Mov02;0,9961;VERDADERO
9,88;2,81;0,84;0,03;0,08;-0,11;28,33;Mov02;Mov02;0,9883;VERDADERO
9,88;2,85;0,86;0,03;0,08;-0,12;28,33;Mov02;Mov02;0,9883;VERDADERO
9,92;2,86;0,86;0,03;0,09;-0,11;28,33;Mov02;Mov02;0,9883;VERDADERO
9,95;2,93;0,97;0;0,09;-0,11;28,33;Mov02;Mov02;0,9883;VERDADERO
9,94;2,91;0,99;0;0,1;-0,11;28,32;Mov02;Mov02;0,9883;VERDADERO
9,95;2,91;0,99;0;0,09;-0,1;28,32;Mov02;Mov02;0,9961;VERDADERO
9,91;2,96;0,97;0,01;0,07;-0,05;28,34;Mov02;Mov02;0,9961;VERDADERO
9,9;2,95;1,01;0,01;0,07;-0,05;28,34;Mov02;Mov02;0,9961;VERDADERO
9,86;2,93;1,02;0,02;0,06;-0,04;28,33;Mov02;Mov02;0,9961;VERDADERO
9,8;2,88;1,08;0,04;0,02;-0,02;28,33;Mov02;Mov02;0,9961;VERDADERO
9,76;2,85;1,11;0,04;-0,01;-0,02;28,32;Mov02;Mov02;1;VERDADERO
9,74;2,84;1,13;0,04;-0,02;-0,03;28,31;Mov02;Mov02;1;VERDADERO
9,8;2,94;1,06;0,01;-0,07;-0,06;28,31;Mov02;Mov02;1;VERDADERO
9,84;2,88;1,04;0;-0,06;-0,06;28,33;Mov02;Mov02;1;VERDADERO
9,81;2,88;1,03;0;-0,06;-0,06;28,32;Mov02;Mov02;1;VERDADERO
9,62;2,86;1,02;0,01;-0,07;-0,06;28,33;Mov02;Mov02;0,9961;VERDADERO
9,61;2,81;1,03;0,01;-0,08;-0,06;28,34;Mov02;Mov02;0,9961;VERDADERO
9,57;2,85;1,05;0,02;-0,09;-0,06;28,34;Mov02;Mov02;0,9961;VERDADERO
9,64;2,8;0,96;0,02;-0,11;-0,08;28,33;Mov02;Mov02;0,9961;VERDADERO
9,65;2,82;0,96;0,02;-0,11;-0,08;28,32;Mov02;Mov02;0,9961;VERDADERO
9,68;2,88;0,99;0,01;-0,12;-0,09;28,32;Mov02;Mov02;0,9883;VERDADERO
9,83;3;0,91;-0,02;-0,12;-0,07;28,32;Mov02;Mov02;0,9883;VERDADERO
9,86;2,97;0,85;-0,02;-0,12;-0,07;28,31;Mov02;Mov02;0,9883;VERDADERO
9,88;2,95;0,8;-0,02;-0,11;-0,07;28,32;Mov02;Mov02;0,9883;VERDADERO
9,87;3,03;0,84;-0,03;-0,08;-0,07;28,35;Mov02;Mov02;0,9883;VERDADERO
9,86;3,08;0,89;-0,03;-0,08;-0,07;28,33;Mov02;Mov02;0,9961;VERDADERO
9,86;3,06;0,89;-0,03;-0,08;-0,07;28,33;Mov02;Mov02;0,9961;VERDADERO
9,82;3,01;0,76;-0,01;-0,09;-0,1;28,31;Mov02;Mov02;0,9961;VERDADERO
9,84;3,03;0,74;-0,01;-0,09;-0,1;28,31;Mov02;Mov02;0,9961;VERDADERO
9,86;3,05;0,7;0;-0,09;-0,1;28,33;Mov02;Mov02;0,9961;VERDADERO
10,04;3,23;0,73;-0,03;-0,01;-0,07;28,32;Mov02;Mov02;0,9961;VERDADERO
10,04;3,23;0,72;-0,04;-0,01;-0,07;28,33;Mov02;Mov02;0,9961;VERDADERO
10,01;3,2;0,76;-0,04;0;-0,06;28,33;Mov02;Mov02;0,9961;VERDADERO
9,92;3,13;0,66;-0,04;0,01;-0,07;28,32;Mov02;Mov02;0,9961;VERDADERO
9,89;3,12;0,65;-0,04;0,01;-0,07;28,32;Mov02;Mov02;0,9961;VERDADERO
9,84;3,15;0,68;-0,04;0,01;-0,06;28,32;Mov02;Mov02;0,9648;VERDADERO
9,88;3,14;0,69;-0,01;-0,04;-0,02;28,32;Mov02;Mov02;0,9648;VERDADERO
9,88;3,15;0,68;-0,01;-0,05;-0,01;28,33;Mov02;Mov02;0,9648;VERDADERO
9,92;3,14;0,64;-0,01;-0,04;-0,01;28,31;Mov02;Mov02;0,9648;VERDADERO
9,9;3,1;0,61;-0,03;0;-0,01;28,34;Mov02;Mov02;0,9648;VERDADERO
9,86;3,11;0,65;-0,04;0,01;-0,02;28,34;Mov02;Mov02;0,9883;VERDADERO
9,83;3,07;0,68;-0,04;0,02;-0,02;28,34;Mov02;Mov02;0,9883;VERDADERO
9,72;3,01;0,67;0,01;0,02;0,01;28,33;Mov02;Mov02;0,9883;VERDADERO
9,72;3;0,67;0,02;0,02;0,01;28,33;Mov02;Mov02;0,9883;VERDADERO
9,72;3,01;0,63;0,02;0,01;0,01;28,33;Mov02;Mov02;0,9648;VERDADERO
9,63;2,99;0,66;0,03;-0,01;0,02;28,32;Mov02;Mov02;0,9648;VERDADERO
9,61;2,97;0,66;0,02;0;0,02;28,32;Mov02;Mov02;0,9648;VERDADERO
9,59;2,96;0,65;0,02;0;0,02;28,33;Mov02;Mov02;0,9648;VERDADERO
9,54;2,85;0,58;0,03;0;0,03;28,34;Mov02;Mov02;0,9648;VERDADERO
9,55;2,83;0,6;0,04;0;0,04;28,33;Mov02;Mov02;0,7539;VERDADERO
9,58;2,88;0,67;0,05;0,01;0,04;28,32;Mov02;Mov02;0,7539;VERDADERO
9,71;3,01;0,61;0,03;0,1;0,03;28,34;Mov02;Mov02;0,7539;VERDADERO
9,7;3,03;0,66;0,03;0,11;0,03;28,33;Mov02;Mov02;0,7539;VERDADERO
9,71;3,01;0,72;0,03;0,11;0,04;28,34;Mov02;Mov02;0,7539;VERDADERO
9,72;2,99;0,72;0,05;0,1;0,06;28,33;Mov02;Mov02;0,7539;VERDADERO
9,72;2,93;0,72;0,06;0,09;0,07;28,32;Mov02;Mov02;0,8309;VERDADERO
9,73;2,89;0,72;0,06;0,09;0,07;28,31;Mov02;Mov02;0,8686;VERDADERO
9,78;2,91;0,86;0,04;0,06;0,05;28,34;Mov02;Mov02;0,7978;VERDADERO
9,86;2,91;0,85;0,03;0,06;0,06;28,34;Mov02;Mov02;0,8439;VERDADERO
9,93;2,94;0,84;0,03;0,06;0,06;28,34;Mov02;Mov02;0,8829;VERDADERO
10,07;3,01;1,13;-0,01;0,06;0,07;28,34;Mov02;Mov02;0,8424;VERDADERO
10,08;2,97;1,1;-0,01;0,04;0,07;28,33;Mov02;Mov02;0,7849;VERDADERO
10,07;2,97;1,09;-0,01;0,02;0,07;28,34;Mov02;Mov02;0,7537;VERDADERO
10;2,86;0,94;-0,03;-0,01;0,06;28,33;Mov02;Mov02;0,8805;VERDADERO
10;2,86;0,91;-0,03;-0,02;0,05;28,32;Mov02;Mov02;0,7532;VERDADERO
10;2,86;0,92;-0,04;-0,03;0,04;28,34;Mov02;Mov02;0,7539;VERDADERO
9,93;2,81;0,7;-0,03;-0,02;0,02;28,35;Mov02;Mov02;0,7539;VERDADERO
9,88;2,76;0,65;-0,03;-0,01;0,01;28,34;Mov02;Mov02;0,7539;VERDADERO
9,84;2,72;0,65;-0,02;-0,01;0,01;28,34;Mov02;Mov02;0,7539;VERDADERO
9,75;2,77;0,66;0;0;0,01;28,34;Mov02;Mov02;0,9023;VERDADERO
9,78;2,81;0,7;0,01;-0,01;0,01;28,34;Mov02;Mov02;0,9023;VERDADERO
9,76;2,81;0,68;0,02;-0,01;0,01;28,33;Mov02;Mov02;0,9023;VERDADERO
9,78;2,82;0,65;0,09;-0,03;0,02;28,36;Mov02;Mov02;0,9023;VERDADERO
9,76;2,76;0,62;0,1;-0,03;0,01;28,33;Mov02;Mov02;0,9023;VERDADERO
9,75;2,76;0,62;0,11;-0,02;0,01;28,33;Mov02;Mov02;0,9648;VERDADERO
9,6;2,77;0,64;0,18;-0,07;-0,02;28,34;Mov02;Mov02;0,9648;VERDADERO
9,65;2,78;0,62;0,19;-0,07;-0,03;28,33;Mov02;Mov02;0,9648;VERDADERO
9,69;2,82;0,58;0,19;-0,07;-0,04;28,32;Mov02;Mov02;0,9648;VERDADERO
9,86;3,06;0,64;0,19;-0,05;-0,06;28,33;Mov02;Mov02;0,9648;VERDADERO
9,89;3,09;0,69;0,19;-0,04;-0,06;28,34;Mov02;Mov02;0,9883;VERDADERO
9,93;3,1;0,71;0,18;-0,03;-0,06;28,35;Mov02;Mov02;0,9883;VERDADERO
9,72;2,94;0,83;0,17;-0,11;-0,08;28,33;Mov02;Mov02;0,9883;VERDADERO
9,74;2,92;0,76;0,17;-0,13;-0,09;28,34;Mov02;Mov02;0,9883;VERDADERO
9,76;2,9;0,67;0,17;-0,15;-0,09;28,35;Mov02;Mov02;0,9883;VERDADERO
9,86;3,09;0,67;0,15;-0,17;-0,11;28,34;Mov02;Mov02;0,9023;VERDADERO
9,99;3,22;0,57;0,12;-0,18;-0,11;28,34;Mov02;Mov02;0,9023;VERDADERO
10,06;3,26;0,48;0,1;-0,16;-0,1;28,33;Mov02;Mov02;0,9023;VERDADERO
9,98;3,01;0,29;0,03;-0,04;-0,03;28,32;Mov02;Mov02;0,9023;VERDADERO
